noc_code,Occupation Name (Unit Group),Skill Type,Major Group,Minor Group,Skill Level,Total Employed (Canada 2015),Median Income (Canada 2015),Average Income (Canada 2015),Total Employed (Ontario 2015),Median Income (Ontario 2015),Average Income (Ontario 2015),Average Income Difference,Average Income Canadian Ratio,Future Labour Market Conditions (National 2013-2026)
7611,Construction trades helpers and labourers,"7 Trades, transport and equipment operators and related occupations","76 Trades helpers, construction labourers and related occupations",761 Trades helpers and labourers,D,201210,29488,36571,72390,29850,35986,-585,-0.01599628120642039,NA
7612,Other trades helpers and labourers,"7 Trades, transport and equipment operators and related occupations","76 Trades helpers, construction labourers and related occupations",761 Trades helpers and labourers,D,10340,27454,35684,3700,26053,33714,-1970,-0.05520681537944177,NA
7621,Public works and maintenance labourers,"7 Trades, transport and equipment operators and related occupations","76 Trades helpers, construction labourers and related occupations","762 Public works and other labourers, n.e.c.",D,33860,37933,38841,8805,39804,39338,497,0.012795757060837774,NA
7622,Railway and motor transport labourers,"7 Trades, transport and equipment operators and related occupations","76 Trades helpers, construction labourers and related occupations","762 Public works and other labourers, n.e.c.",D,5185,30675,35651,865,37284,41156,5505,0.15441362093629912,NA
8211,"Supervisors, logging and forestry","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","821 Supervisors, logging and forestry",B,4580,54475,59288,760,62700,61689,2401,0.04049723384158683,Balance
8221,"Supervisors, mining and quarrying","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","822 Contractors and supervisors, mining, oil and gas",B,6990,124914,122613,2140,116042,112298,-10315,-0.08412647924771435,NA
8222,"Contractors and supervisors, oil and gas drilling and services","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","822 Contractors and supervisors, mining, oil and gas",B,14980,103930,125104,415,92523,102023,-23081,-0.18449450057552116,NA
8231,Underground production and development miners,"8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","823 Underground miners, oil and gas drillers and related occupations",B,16325,99727,96303,6415,101862,98878,2575,0.026738523202807805,Balance
8232,"Oil and gas well drillers, servicers, testers and related workers","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","823 Underground miners, oil and gas drillers and related occupations",B,11755,76526,85589,1315,53678,60727,-24862,-0.2904812534320999,Surplus
8241,Logging machinery operators,"8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production",824 Logging machinery operators,B,8605,56342,56795,900,54053,50871,-5924,-0.10430495642222026,Balance
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","825 Contractors and supervisors, agriculture, horticulture and related operations and services",B,10125,29868,35738,3155,23916,32312,-3426,-0.09586434607420673,Surplus
8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services","8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production","825 Contractors and supervisors, agriculture, horticulture and related operations and services",B,20985,30829,38027,8850,31340,38088,61,0.0016041233860151997,NA
8261,Fishing masters and officers,"8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production",826 Fishing vessel masters and fishermen/women,B,2955,49714,65827,85,52305,50162,-15665,-0.2379722606225409,NA
8262,Fishermen/women,"8 Natural resources, agriculture and related production occupations","82 Supervisors and technical occupations in natural resources, agriculture and related production",826 Fishing vessel masters and fishermen/women,B,22060,25093,38362,275,25351,31159,-7203,-0.18776393305875605,NA
8411,Underground mine service and support workers,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",841 Mine service workers and operators in oil and gas drilling,C,3260,73411,73748,740,72492,68997,-4751,-0.0644220860226718,NA
8412,Oil and gas well drilling and related workers and services operators,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",841 Mine service workers and operators in oil and gas drilling,C,8885,80468,84700,240,62174,63479,-21221,-0.250543093270366,NA
8421,Chain saw and skidder operators,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",842 Logging and forestry workers,C,8370,25245,33399,1150,25747,29078,-4321,-0.12937513099194586,NA
8422,Silviculture and forestry workers,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",842 Logging and forestry workers,C,8160,21960,28702,845,27580,32746,4044,0.14089610480105916,NA
8431,General farm workers,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",843 Agriculture and horticulture workers,C,101055,16238,22741,26520,14347,20617,-2124,-0.09339958664966361,Balance
8432,Nursery and greenhouse workers,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",843 Agriculture and horticulture workers,C,16300,12908,16807,6405,13269,17802,995,0.05920152317486761,Balance
8441,Fishing vessel deckhands,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",844 Other workers in fishing and trapping and hunting occupations,C,6460,17601,30382,115,34181,35224,4842,0.15937068000789942,NA
8442,Trappers and hunters,"8 Natural resources, agriculture and related production occupations","84 Workers in natural resources, agriculture and related production",844 Other workers in fishing and trapping and hunting occupations,C,690,3704,13523,215,256,9834,-3689,-0.2727944982622199,NA
8611,Harvesting labourers,"8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,7910,10714,15575,2265,14959,19506,3931,0.2523916532905297,Balance
8612,Landscaping and grounds maintenance labourers,"8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,118405,14466,20156,46815,13670,19575,-581,-0.028825163722960904,Surplus
8613,Aquaculture and marine harvest labourers,"8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,2375,16062,23809,130,10771,20325,-3484,-0.1463312192868243,NA
8614,Mine labourers,"8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,3705,55014,58703,1035,53651,55690,-3013,-0.05132616731683219,Surplus
8615,"Oil and gas drilling, servicing and related labourers","8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,10790,51420,59722,320,50033,51790,-7932,-0.13281537791768527,NA
8616,Logging and forestry labourers,"8 Natural resources, agriculture and related production occupations","86 Harvesting, landscaping and natural resources labourers","861 Harvesting, landscaping and natural resources labourers",D,6995,17837,27192,1560,13806,20242,-6950,-0.25558987937628713,NA
9211,"Supervisors, mineral and metal processing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,8085,73247,78391,3045,70987,75527,-2864,-0.03653480629153857,Balance
9212,"Supervisors, petroleum, gas and chemical processing and utilities",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,14920,91981,104391,4875,89978,98090,-6301,-0.06035960954488414,NA
9213,"Supervisors, food and beverage processing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,13435,51579,54072,4730,56425,57716,3644,0.06739162598017458,Balance
9214,"Supervisors, plastic and rubber products manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,5540,53902,61235,2490,56493,66748,5513,0.09003021148036254,Balance
9215,"Supervisors, forest products processing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,6690,70942,78282,1345,68171,73573,-4709,-0.060154313890805035,NA
9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","921 Supervisors, processing and manufacturing occupations",B,1945,41143,43709,675,41708,44196,487,0.011141870095403692,NA
9221,"Supervisors, motor vehicle assembling",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,8115,76525,79020,7295,79426,80848,1828,0.023133383953429513,NA
9222,"Supervisors, electronics manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,1750,57926,62979,940,58498,62714,-265,-0.0042077517902792995,NA
9223,"Supervisors, electrical products manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,1315,60707,67177,625,63021,65146,-2031,-0.030233562082260298,NA
9224,"Supervisors, furniture and fixtures manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,2890,48136,50904,985,50223,54683,3779,0.07423778092094924,NA
9226,"Supervisors, other mechanical and metal products manufacturing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,4035,70541,71978,1615,68903,72077,99,0.0013754202673038984,NA
9227,"Supervisors, other products manufacturing and assembly",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators","922 Supervisors, assembly and fabrication",B,3885,52737,56771,1550,54307,58129,1358,0.023920663719152385,NA
9231,"Central control and process operators, mineral and metal processing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators",923 Central control and process operators in processing and manufacturing,B,2140,87462,86420,885,79196,79287,-7133,-0.0825387641749595,NA
9232,"Central control and process operators, petroleum, gas and chemical processing",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators",923 Central control and process operators in processing and manufacturing,B,18975,109008,114108,2915,87778,94544,-19564,-0.1714516072492726,NA
9235,"Pulping, papermaking and coating control operators",9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators",923 Central control and process operators in processing and manufacturing,B,2910,69526,68978,980,55706,56523,-12455,-0.180564817767984,NA
9241,Power engineers and power systems operators,9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators",924 Utilities equipment operators and controllers,B,30745,90977,103204,8760,92887,98772,-4432,-0.04294407193519631,NA
9243,Water and waste treatment plant operators,9 Occupations in manufacturing and utilities,"92 Processing, manufacturing and utilities supervisors and central control operators",924 Utilities equipment operators and controllers,B,13030,61653,60459,4715,65257,61845,1386,0.022924626606460576,NA
9411,"Machine operators, mineral and metal processing",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,10390,66843,68211,3415,59100,59204,-9007,-0.13204615091407546,NA
9412,Foundry workers,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,3980,46334,51511,1305,45276,46115,-5396,-0.10475432431907748,NA
9413,Glass forming and finishing machine operators and glass cutters,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,3480,33843,34738,1340,35850,37225,2487,0.07159306810985089,NA
9414,"Concrete, clay and stone forming operators",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,6200,38415,41471,2190,39312,42446,975,0.023510404861228327,NA
9415,"Inspectors and testers, mineral and metal processing",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,2790,49838,52498,1370,50902,51363,-1135,-0.021619871233189834,NA
9416,Metalworking and forging machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,15745,42509,44546,9075,42521,44341,-205,-0.004601984465496341,NA
9417,Machining tool operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,11310,44327,45806,6330,46399,46526,720,0.01571846482993494,NA
9418,Other metal products machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,941 Machine operators and related workers in mineral and metal products processing and manufacturing,C,7780,40666,43164,3665,42296,42984,-180,-0.004170141784820684,NA
9421,Chemical plant machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"942 Machine operators and related workers in chemical, plastic and rubber processing",C,10220,43775,48675,4350,43795,46016,-2659,-0.054627632254750896,NA
9422,Plastics processing machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"942 Machine operators and related workers in chemical, plastic and rubber processing",C,18050,36984,40429,10290,37820,41649,1220,0.030176358554502954,NA
9423,Rubber processing machine operators and related workers,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"942 Machine operators and related workers in chemical, plastic and rubber processing",C,8025,45842,48372,2450,43228,47051,-1321,-0.02730918713305218,NA
9431,Sawmill machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,8895,41864,45678,1385,37856,39576,-6102,-0.13358728490739524,Balance
9432,Pulp mill machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,2420,73423,74030,335,68882,67239,-6791,-0.09173308118330406,Surplus
9433,Papermaking and finishing machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,3380,59821,59444,1190,53808,53993,-5451,-0.09169975102617589,NA
9434,Other wood processing machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,5560,42584,45898,1485,36827,38686,-7212,-0.15713102967449563,NA
9435,Paper converting machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,5150,45722,46104,2100,43304,44050,-2054,-0.04455144889814333,NA
9436,Lumber graders and other wood processing inspectors and graders,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,3350,45771,47379,405,40200,39379,-8000,-0.16885117879229194,NA
9437,Woodworking machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,C,7245,33877,34550,2065,34290,34427,-123,-0.003560057887120116,NA
9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",C,4050,29686,31707,1470,34202,36569,4862,0.15334153341533416,Balance
9442,"Weavers, knitters and other fabric making occupations",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",C,3625,26368,26457,1370,26956,27697,1240,0.04686850360963072,NA
9445,"Fabric, fur and leather cutters",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",C,1835,25734,26231,675,27634,27925,1694,0.06458007700812016,NA
9446,Industrial sewing machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",C,17525,22277,22450,5830,24534,24233,1783,0.07942093541202673,Balance
9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",C,2230,27908,30720,735,27401,32874,2154,0.0701171875,NA
9461,"Process control and machine operators, food and beverage processing",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"946 Machine operators and related workers in food, beverage and associated products processing",C,35285,38500,41179,15130,38768,39882,-1297,-0.03149663663517813,Balance
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"946 Machine operators and related workers in food, beverage and associated products processing",C,14985,36645,34305,3570,36767,34136,-169,-0.004926395569159015,Balance
9463,Fish and seafood plant workers,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"946 Machine operators and related workers in food, beverage and associated products processing",C,7580,13261,18351,350,23316,26026,7675,0.41823333878262764,NA
9465,"Testers and graders, food and beverage processing",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,"946 Machine operators and related workers in food, beverage and associated products processing",C,5225,33076,35630,1770,40807,42659,7029,0.19727757507718216,NA
9471,Plateless printing equipment operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,947 Printing equipment operators and related occupations,C,7550,35390,37354,3840,36825,38010,656,0.01756170691224501,NA
9472,"Camera, platemaking and other prepress occupations",9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,947 Printing equipment operators and related occupations,C,2800,44213,46263,1325,49144,50256,3993,0.0863108747811426,NA
9473,Binding and finishing machine operators,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,947 Printing equipment operators and related occupations,C,5140,32025,32954,2215,34645,35311,2357,0.07152394246525459,NA
9474,Photographic and film processors,9 Occupations in manufacturing and utilities,94 Processing and manufacturing machine operators and related production workers,947 Printing equipment operators and related occupations,C,2525,21489,27093,1010,20488,27404,311,0.0114789798102831,NA
9521,Aircraft assemblers and aircraft assembly inspectors,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,7020,66827,63549,2170,62271,64988,1439,0.02264394404317928,Balance
9522,"Motor vehicle assemblers, inspectors and testers",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,67620,44220,47650,63365,44913,48171,521,0.01093389296956978,NA
9523,"Electronics assemblers, fabricators, inspectors and testers",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,15795,32993,35933,7995,32552,36146,213,0.005927698772715888,Surplus
9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,8535,36121,39745,3915,36921,41208,1463,0.03680966159265316,Balance
9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,2215,42443,45031,885,43733,46274,1243,0.027603206679842774,NA
9526,Mechanical assemblers and inspectors,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,11615,43602,44940,4675,43247,46293,1353,0.030106809078771696,NA
9527,"Machine operators and inspectors, electrical apparatus manufacturing",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,"952 Mechanical, electrical and electronics assemblers",C,2000,39351,40449,965,40889,40911,462,0.011421790402729363,NA
9531,Boat assemblers and inspectors,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,1580,32765,38132,400,24673,34971,-3161,-0.08289625511381517,Balance
9532,Furniture and fixture assemblers and inspectors,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,11865,29974,30385,4645,31409,31709,1324,0.043574131973013,Balance
9533,Other wood products assemblers and inspectors,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,9320,30409,32065,2815,31019,32047,-18,-5.613597380321223e-4,NA
9534,Furniture finishers and refinishers,9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,6700,30888,31224,2595,32258,32540,1316,0.042147066359210866,NA
9535,"Plastic products assemblers, finishers and inspectors",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,11820,32887,34114,6305,32744,33496,-618,-0.018115729612475817,NA
9536,"Industrial painters, coaters and metal finishing process operators",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,17555,43015,46307,7735,44677,48736,2429,0.05245427257218131,NA
9537,"Other products assemblers, finishers and inspectors",9 Occupations in manufacturing and utilities,95 Assemblers in manufacturing,953 Other assembly and related occupations,C,24265,30798,33112,10445,31560,34156,1044,0.03152935491664653,NA
9611,Labourers in mineral and metal processing,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,9915,37972,43312,4145,41161,44406,1094,0.025258588843738456,Balance
9612,Labourers in metal fabrication,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,15490,34542,37073,7755,34961,36694,-379,-0.010223073395732744,NA
9613,Labourers in chemical products processing and utilities,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,9780,34207,39618,4400,34103,38150,-1468,-0.0370538644050684,Balance
9614,"Labourers in wood, pulp and paper processing",9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,24135,32640,37562,4585,29915,32868,-4694,-0.12496672168681114,Balance
9615,Labourers in rubber and plastic products manufacturing,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,8635,29258,30299,3675,30128,30732,433,0.014290900689791742,NA
9616,Labourers in textile processing,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,3795,23353,25102,1865,24043,26077,975,0.038841526571587924,Surplus
9617,Labourers in food and beverage processing,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,79340,25918,27532,32925,25592,27488,-44,-0.0015981403457794566,Balance
9618,Labourers in fish and seafood processing,9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,13030,12572,15684,530,20804,21134,5450,0.3474878857434328,NA
9619,"Other labourers in processing, manufacturing and utilities",9 Occupations in manufacturing and utilities,"96 Labourers in processing, manufacturing and utilities","961 Labourers in processing, manufacturing and utilities",D,87535,23155,26302,46205,22590,25658,-644,-0.024484830050946697,NA
